graph_id,start_node,end_node,speed,risk,cost,utility
Town03_Roundabout,v_6_4,v_7_5,10,0.6226830213483946,13.508882481775238,86.49111751822477
Town03_Roundabout,v_6_4,v_7_5,15,0.9703904541419659,12.339254987850158,87.66074501214985
Town03_Roundabout,v_6_4,v_7_5,20,0.9713403507764837,11.754441240887619,88.24555875911238
Town03_Roundabout,v_6_4,v_7_5,25,0.21232898877904044,11.403552992710095,88.59644700728991
Town03_Roundabout,v_6_4,v_7_5,30,0.6678785537926037,11.169627493925079,88.83037250607492
Town03_Roundabout,v_6_4,v_7_5,5,0.6453285827448962,17.017764963550476,82.98223503644952
Town03_Roundabout,v_6_4,v_7_6,10,0.2664531438064723,23.54400435888516,76.45599564111484
Town03_Roundabout,v_6_4,v_7_6,15,0.9702527965520054,22.362669572590107,77.63733042740989
Town03_Roundabout,v_6_4,v_7_6,20,0.9014311212104977,21.77200217944258,78.22799782055742
Town03_Roundabout,v_6_4,v_7_6,25,0.6804216262075408,21.417601743554066,78.58239825644594
Town03_Roundabout,v_6_4,v_7_6,30,0.39629396940908224,21.181334786295054,78.81866521370495
Town03_Roundabout,v_6_4,v_7_6,5,0.4931442548825471,27.08800871777032,72.91199128222968
Town03_Roundabout,v_6_4,v_7_2,10,0.001,23.712759524860036,76.28724047513997
Town03_Roundabout,v_6_4,v_7_2,15,0.001,22.475173016573358,77.52482698342664
Town03_Roundabout,v_6_4,v_7_2,20,0.001,21.856379762430016,78.14362023756999
Town03_Roundabout,v_6_4,v_7_2,25,0.001,21.485103809944015,78.51489619005599
Town03_Roundabout,v_6_4,v_7_2,30,0.001,21.23758650828668,78.76241349171332
Town03_Roundabout,v_6_4,v_7_2,5,0.001,27.425519049720073,72.57448095027993
Town03_Roundabout,v_6_4,v_7_3,10,0.4236384167722047,13.59500608597461,86.4049939140254
Town03_Roundabout,v_6_4,v_7_3,15,0.8875936867065025,12.396670723983073,87.60332927601692
Town03_Roundabout,v_6_4,v_7_3,20,0.5350026314686342,11.797503042987305,88.2024969570127
Town03_Roundabout,v_6_4,v_7_3,25,0.6101500021417955,11.438002434389844,88.56199756561016
Town03_Roundabout,v_6_4,v_7_3,30,0.4581672861169199,11.198335361991537,88.80166463800846
Town03_Roundabout,v_6_4,v_7_3,5,0.15771349846169042,17.19001217194922,82.80998782805078
Town03_Roundabout,v_6_4,v_7_1,10,0.47611599291385664,33.876510623665034,66.12348937633496
Town03_Roundabout,v_6_4,v_7_1,15,0.8652224325887463,32.58434041577669,67.4156595842233
Town03_Roundabout,v_6_4,v_7_1,20,0.7826993616206983,31.938255311832517,68.06174468816748
Town03_Roundabout,v_6_4,v_7_1,25,0.3984191962994571,31.550604249466012,68.449395750534
Town03_Roundabout,v_6_4,v_7_1,30,0.6451306395565155,31.292170207888343,68.70782979211165
Town03_Roundabout,v_6_4,v_7_1,5,0.4028537434575691,37.75302124733007,62.24697875266993
Town03_Roundabout,v_6_4,v_7_4,10,0.3881992499165049,3.5262957943096964,96.4737042056903
Town03_Roundabout,v_6_4,v_7_4,15,0.9252784183170407,2.3508638628731306,97.64913613712687
Town03_Roundabout,v_6_4,v_7_4,20,0.17444564029937543,1.7631478971548482,98.23685210284515
Town03_Roundabout,v_6_4,v_7_4,25,0.26867346545700904,1.4105183177238785,98.58948168227612
Town03_Roundabout,v_6_4,v_7_4,30,0.6851057110766846,1.1754319314365653,98.82456806856344
Town03_Roundabout,v_6_4,v_7_4,5,0.6176710963919257,7.052591588619393,92.94740841138061
Town03_Roundabout,v_7_5,v_8_7,10,0.001,23.29014455917864,76.70985544082136
Town03_Roundabout,v_7_5,v_8_7,15,0.001,22.193429706119094,77.80657029388091
Town03_Roundabout,v_7_5,v_8_7,20,0.001,21.64507227958932,78.35492772041067
Town03_Roundabout,v_7_5,v_8_7,25,0.001,21.316057823671457,78.68394217632854
Town03_Roundabout,v_7_5,v_8_7,30,0.001,21.096714853059545,78.90328514694045
Town03_Roundabout,v_7_5,v_8_7,5,0.001,26.58028911835728,73.41971088164271
Town03_Roundabout,v_7_5,v_8_4,10,0.001,13.67656818426542,86.32343181573458
Town03_Roundabout,v_7_5,v_8_4,15,0.001,12.451045456176947,87.54895454382306
Town03_Roundabout,v_7_5,v_8_4,20,0.001,11.83828409213271,88.16171590786729
Town03_Roundabout,v_7_5,v_8_4,25,0.001,11.470627273706167,88.52937272629383
Town03_Roundabout,v_7_5,v_8_4,30,0.001,11.225522728088473,88.77447727191152
Town03_Roundabout,v_7_5,v_8_4,5,0.001,17.35313636853084,82.64686363146916
Town03_Roundabout,v_7_5,v_8_3,10,0.7041911010437643,23.89607360962288,76.10392639037713
Town03_Roundabout,v_7_5,v_8_3,15,0.10394612838017597,22.597382406415257,77.40261759358475
Town03_Roundabout,v_7_5,v_8_3,20,0.4356517909696058,21.94803680481144,78.05196319518856
Town03_Roundabout,v_7_5,v_8_3,25,0.32290623155549286,21.558429443849153,78.44157055615085
Town03_Roundabout,v_7_5,v_8_3,30,0.2967159053084284,21.29869120320763,78.70130879679238
Town03_Roundabout,v_7_5,v_8_3,5,0.6277338899280661,27.792147219245766,72.20785278075424
Town03_Roundabout,v_7_5,v_8_5,10,0.001,3.4992963095351812,96.50070369046482
Town03_Roundabout,v_7_5,v_8_5,15,0.001,2.332864206356787,97.66713579364321
Town03_Roundabout,v_7_5,v_8_5,20,0.001,1.7496481547675906,98.25035184523242
Town03_Roundabout,v_7_5,v_8_5,25,0.001,1.3997185238140724,98.60028147618593
Town03_Roundabout,v_7_5,v_8_5,30,0.001,1.1664321031783935,98.8335678968216
Town03_Roundabout,v_7_5,v_8_5,5,0.001,6.9985926190703625,93.00140738092963
Town03_Roundabout,v_7_5,v_8_1,10,0.27901974622809234,44.442969006905194,55.557030993094806
Town03_Roundabout,v_7_5,v_8_1,15,0.1703497938968389,42.961979337936796,57.038020662063204
Town03_Roundabout,v_7_5,v_8_1,20,0.4281868560491442,42.221484503452594,57.778515496547406
Town03_Roundabout,v_7_5,v_8_1,25,0.824276007734057,41.777187602762076,58.222812397237924
Town03_Roundabout,v_7_5,v_8_1,30,0.702946733193594,41.4809896689684,58.5190103310316
Town03_Roundabout,v_7_5,v_8_1,5,0.4439575643493934,48.88593801381039,51.11406198618961
Town03_Roundabout,v_7_5,v_8_2,10,0.6825561985113544,34.15305153648515,65.84694846351485
Town03_Roundabout,v_7_5,v_8_2,15,0.8872864318518803,32.768701024323434,67.23129897567657
Town03_Roundabout,v_7_5,v_8_2,20,0.12677905064428405,32.076525768242576,67.92347423175742
Town03_Roundabout,v_7_5,v_8_2,25,0.24244484609658393,31.66122061459406,68.33877938540594
Town03_Roundabout,v_7_5,v_8_2,30,0.6284469071810311,31.384350512161717,68.61564948783828
Town03_Roundabout,v_7_5,v_8_2,5,0.21265441343976565,38.3061030729703,61.6938969270297
Town03_Roundabout,v_7_5,v_8_6,10,0.31521525534028266,13.369016266276097,86.63098373372391
Town03_Roundabout,v_7_5,v_8_6,15,0.25393648436062466,12.246010844184065,87.75398915581593
Town03_Roundabout,v_7_5,v_8_6,20,0.45956308765606,11.68450813313805,88.31549186686195
Town03_Roundabout,v_7_5,v_8_6,25,0.5291692206335756,11.347606506510438,88.65239349348957
Town03_Roundabout,v_7_5,v_8_6,30,0.6771948054014524,11.123005422092032,88.87699457790796
Town03_Roundabout,v_7_5,v_8_6,5,0.6133318043433839,16.738032532552193,83.2619674674478
Town03_Roundabout,v_11_3,v_12_4,10,0.001,14.319324717971709,85.68067528202829
Town03_Roundabout,v_11_3,v_12_4,15,0.001,12.87954981198114,87.12045018801886
Town03_Roundabout,v_11_3,v_12_4,20,0.001,12.159662358985855,87.84033764101414
Town03_Roundabout,v_11_3,v_12_4,25,0.001,11.727729887188683,88.27227011281131
Town03_Roundabout,v_11_3,v_12_4,30,0.001,11.43977490599057,88.56022509400943
Town03_Roundabout,v_11_3,v_12_4,5,0.001,18.638649435943417,81.36135056405658
Town03_Roundabout,v_11_3,v_12_2,10,0.17235785104568144,14.320209652230233,85.67979034776977
Town03_Roundabout,v_11_3,v_12_2,15,0.9256841264258906,12.880139768153489,87.11986023184652
Town03_Roundabout,v_11_3,v_12_2,20,0.4854860111370012,12.160104826115116,87.83989517388488
Town03_Roundabout,v_11_3,v_12_2,25,0.3411856417110843,11.728083860892093,88.2719161391079
Town03_Roundabout,v_11_3,v_12_2,30,0.6472724378400714,11.440069884076744,88.55993011592325
Town03_Roundabout,v_11_3,v_12_2,5,0.6690615784598365,18.640419304460465,81.35958069553953
Town03_Roundabout,v_11_3,v_12_3,10,0.2524676052032854,4.298503576604045,95.70149642339595
Town03_Roundabout,v_11_3,v_12_3,15,0.7143771483342665,2.865669051069363,97.13433094893064
Town03_Roundabout,v_11_3,v_12_3,20,0.7895415333002557,2.1492517883020223,97.85074821169798
Town03_Roundabout,v_11_3,v_12_3,25,0.8204885776097015,1.7194014306416179,98.28059856935838
Town03_Roundabout,v_11_3,v_12_3,30,0.9718874515732141,1.4328345255346815,98.56716547446531
Town03_Roundabout,v_11_3,v_12_3,5,0.6726099328960711,8.59700715320809,91.4029928467919
Town03_Roundabout,v_11_3,v_12_1,10,0.3903777695776657,24.384109201325902,75.6158907986741
Town03_Roundabout,v_11_3,v_12_1,15,0.25475089176089943,22.9227394675506,77.0772605324494
Town03_Roundabout,v_11_3,v_12_1,20,0.9146157842323137,22.19205460066295,77.80794539933706
Town03_Roundabout,v_11_3,v_12_1,25,0.16267443905553863,21.75364368053036,78.24635631946964
Town03_Roundabout,v_11_3,v_12_1,30,0.5939941663949797,21.4613697337753,78.5386302662247
Town03_Roundabout,v_11_3,v_12_1,5,0.15211298246813593,28.768218402651804,71.2317815973482
Town03_Roundabout,v_11_3,v_12_5,10,0.001,24.38238983571761,75.61761016428238
Town03_Roundabout,v_11_3,v_12_5,15,0.001,22.92159322381174,77.07840677618826
Town03_Roundabout,v_11_3,v_12_5,20,0.001,22.191194917858805,77.80880508214119
Town03_Roundabout,v_11_3,v_12_5,25,0.001,21.752955934287044,78.24704406571296
Town03_Roundabout,v_11_3,v_12_5,30,0.001,21.46079661190587,78.53920338809414
Town03_Roundabout,v_11_3,v_12_5,5,0.001,28.76477967143522,71.23522032856478
Town03_Roundabout,v_11_3,v_12_6,10,0.51543497638735,34.48681837995187,65.51318162004813
Town03_Roundabout,v_11_3,v_12_6,15,0.9127599345304657,32.99121225330125,67.00878774669874
Town03_Roundabout,v_11_3,v_12_6,20,0.5598235697323758,32.243409189975935,67.75659081002406
Town03_Roundabout,v_11_3,v_12_6,25,0.3068006977260966,31.79472735198075,68.20527264801925
Town03_Roundabout,v_11_3,v_12_6,30,0.2639510416352989,31.495606126650625,68.50439387334937
Town03_Roundabout,v_11_3,v_12_6,5,0.8196682613967597,38.97363675990375,61.02636324009625
Town03_Roundabout,v_9_4,v_10_5,10,0.001,13.545467168557101,86.4545328314429
Town03_Roundabout,v_9_4,v_10_5,15,0.001,12.363644779038067,87.63635522096193
Town03_Roundabout,v_9_4,v_10_5,20,0.001,11.772733584278551,88.22726641572145
Town03_Roundabout,v_9_4,v_10_5,25,0.001,11.41818686742284,88.58181313257717
Town03_Roundabout,v_9_4,v_10_5,30,0.001,11.181822389519034,88.81817761048097
Town03_Roundabout,v_9_4,v_10_5,5,0.001,17.090934337114202,82.9090656628858
Town03_Roundabout,v_9_4,v_10_3,10,0.43618256397930455,13.963870392356434,86.03612960764357
Town03_Roundabout,v_9_4,v_10_3,15,0.14613931795689483,12.642580261570956,87.35741973842904
Town03_Roundabout,v_9_4,v_10_3,20,0.44553206207142626,11.981935196178217,88.01806480382179
Town03_Roundabout,v_9_4,v_10_3,25,0.24703817327296684,11.585548156942574,88.41445184305742
Town03_Roundabout,v_9_4,v_10_3,30,0.5094070360068088,11.321290130785478,88.67870986921452
Town03_Roundabout,v_9_4,v_10_3,5,0.48005967402253313,17.927740784712867,82.07225921528713
Town03_Roundabout,v_9_4,v_10_2,10,0.7860542662524195,24.22762509816794,75.77237490183205
Town03_Roundabout,v_9_4,v_10_2,15,0.24305488645474405,22.81841673211196,77.18158326788804
Town03_Roundabout,v_9_4,v_10_2,20,0.7492456010313338,22.11381254908397,77.88618745091603
Town03_Roundabout,v_9_4,v_10_2,25,0.6697827403604784,21.691050039267175,78.30894996073283
Town03_Roundabout,v_9_4,v_10_2,30,0.821607167788473,21.40920836605598,78.59079163394402
Town03_Roundabout,v_9_4,v_10_2,5,0.30870556336824984,28.455250196335882,71.54474980366412
Town03_Roundabout,v_9_4,v_10_7,10,0.758365134443231,33.30693850552623,66.69306149447377
Town03_Roundabout,v_9_4,v_10_7,15,0.6773103283037007,32.20462567035082,67.79537432964918
Town03_Roundabout,v_9_4,v_10_7,20,0.5634630375924615,31.653469252763117,68.34653074723688
Town03_Roundabout,v_9_4,v_10_7,25,0.9387590892903412,31.322775402210493,68.6772245977895
Town03_Roundabout,v_9_4,v_10_7,30,0.9291317281256569,31.10231283517541,68.89768716482459
Town03_Roundabout,v_9_4,v_10_7,5,0.3823975989690622,36.61387701105247,63.38612298894753
Town03_Roundabout,v_9_4,v_10_6,10,0.001,23.4010924032145,76.5989075967855
Town03_Roundabout,v_9_4,v_10_6,15,0.001,22.267394935476332,77.73260506452367
Town03_Roundabout,v_9_4,v_10_6,20,0.001,21.70054620160725,78.29945379839275
Town03_Roundabout,v_9_4,v_10_6,25,0.001,21.3604369612858,78.6395630387142
Town03_Roundabout,v_9_4,v_10_6,30,0.001,21.133697467738166,78.86630253226184
Town03_Roundabout,v_9_4,v_10_6,5,0.001,26.802184806428993,73.197815193571
Town03_Roundabout,v_9_4,v_10_4,10,0.001,3.734805071182936,96.26519492881707
Town03_Roundabout,v_9_4,v_10_4,15,0.001,2.4898700474552906,97.51012995254472
Town03_Roundabout,v_9_4,v_10_4,20,0.001,1.867402535591468,98.13259746440853
Town03_Roundabout,v_9_4,v_10_4,25,0.001,1.4939220284731742,98.50607797152682
Town03_Roundabout,v_9_4,v_10_4,30,0.001,1.2449350237276453,98.75506497627235
Town03_Roundabout,v_9_4,v_10_4,5,0.001,7.469610142365872,92.53038985763413
Town03_Roundabout,v_9_4,v_10_1,10,0.31254491186723177,34.52146775793066,65.47853224206935
Town03_Roundabout,v_9_4,v_10_1,15,0.2857854476723295,33.014311838620436,66.98568816137956
Town03_Roundabout,v_9_4,v_10_1,20,0.8656700007680794,32.260733878965326,67.73926612103467
Town03_Roundabout,v_9_4,v_10_1,25,0.24225571186247258,31.80858710317226,68.19141289682774
Town03_Roundabout,v_9_4,v_10_1,30,0.3444490402666838,31.507155919310218,68.49284408068978
Town03_Roundabout,v_9_4,v_10_1,5,0.4882448549030439,39.042935515861316,60.957064484138684
Town03_Roundabout,v_8_7,v_9_4,10,0.7620357403056441,33.84842035668697,66.15157964331303
Town03_Roundabout,v_8_7,v_9_4,15,0.13243947435979433,32.56561357112465,67.43438642887534
Town03_Roundabout,v_8_7,v_9_4,20,0.5078982295503621,31.924210178343486,68.07578982165651
Town03_Roundabout,v_8_7,v_9_4,25,0.33983003680477836,31.53936814267479,68.46063185732521
Town03_Roundabout,v_8_7,v_9_4,30,0.258608571016288,31.282806785562325,68.71719321443767
Town03_Roundabout,v_8_7,v_9_4,5,0.9004921393864254,37.696840713373945,62.303159286626055
Town03_Roundabout,v_8_7,v_9_5,10,0.001,23.855108308272033,76.14489169172796
Town03_Roundabout,v_8_7,v_9_5,15,0.001,22.570072205514688,77.42992779448531
Town03_Roundabout,v_8_7,v_9_5,20,0.001,21.92755415413602,78.07244584586398
Town03_Roundabout,v_8_7,v_9_5,25,0.001,21.542043323308814,78.45795667669118
Town03_Roundabout,v_8_7,v_9_5,30,0.001,21.285036102757346,78.71496389724265
Town03_Roundabout,v_8_7,v_9_5,5,0.001,27.710216616544066,72.28978338345593
Town03_Roundabout,v_8_7,v_9_6,10,0.11252564703091117,13.90896945763953,86.09103054236047
Town03_Roundabout,v_8_7,v_9_6,15,0.750959476121603,12.605979638426353,87.39402036157365
Town03_Roundabout,v_8_7,v_9_6,20,0.7382768772863985,11.954484728819764,88.04551527118024
Town03_Roundabout,v_8_7,v_9_6,25,0.8642757633208865,11.563587783055812,88.43641221694419
Town03_Roundabout,v_8_7,v_9_6,30,0.12735532915046174,11.302989819213177,88.69701018078682
Town03_Roundabout,v_8_7,v_9_6,5,0.668000982954637,17.81793891527906,82.18206108472094
Town03_Roundabout,v_8_7,v_9_1,10,0.2954008358327038,64.1119452600322,35.8880547399678
Town03_Roundabout,v_8_7,v_9_1,15,0.30264317454393486,62.74129684002146,37.25870315997854
Town03_Roundabout,v_8_7,v_9_1,20,0.9401432325394572,62.0559726300161,37.9440273699839
Town03_Roundabout,v_8_7,v_9_1,25,0.6794650728253631,61.64477810401288,38.35522189598712
Town03_Roundabout,v_8_7,v_9_1,30,0.36223023690849787,61.37064842001073,38.62935157998927
Town03_Roundabout,v_8_7,v_9_1,5,0.4071335037387257,68.22389052006439,31.776109479935613
Town03_Roundabout,v_8_7,v_9_3,10,0.6063051526490711,43.88938705418738,56.11061294581262
Town03_Roundabout,v_8_7,v_9_3,15,0.9785248149198481,42.592924702791585,57.407075297208415
Town03_Roundabout,v_8_7,v_9_3,20,0.2131543290104207,41.94469352709369,58.05530647290631
Town03_Roundabout,v_8_7,v_9_3,25,0.9440672696733704,41.55575482167495,58.44424517832505
Town03_Roundabout,v_8_7,v_9_3,30,0.28192267027925016,41.296462351395796,58.703537648604204
Town03_Roundabout,v_8_7,v_9_3,5,0.2931580503757111,47.77877410837476,52.22122589162524
Town03_Roundabout,v_8_7,v_9_2,10,0.001,53.977630193466936,46.022369806533064
Town03_Roundabout,v_8_7,v_9_2,15,0.001,52.65175346231129,47.34824653768871
Town03_Roundabout,v_8_7,v_9_2,20,0.001,51.98881509673347,48.01118490326653
Town03_Roundabout,v_8_7,v_9_2,25,0.001,51.59105207738678,48.40894792261322
Town03_Roundabout,v_8_7,v_9_2,30,0.001,51.325876731155645,48.674123268844355
Town03_Roundabout,v_8_7,v_9_2,5,0.001,57.95526038693387,42.04473961306613
Town03_Roundabout,v_9_5,v_10_5,10,0.001,3.5148901904713163,96.48510980952868
Town03_Roundabout,v_9_5,v_10_5,15,0.001,2.3432601269808773,97.65673987301912
Town03_Roundabout,v_9_5,v_10_5,20,0.001,1.7574450952356582,98.24255490476435
Town03_Roundabout,v_9_5,v_10_5,25,0.001,1.4059560761885264,98.59404392381147
Town03_Roundabout,v_9_5,v_10_5,30,0.001,1.1716300634904386,98.82836993650956
Town03_Roundabout,v_9_5,v_10_5,5,0.001,7.029780380942633,92.97021961905736
Town03_Roundabout,v_9_5,v_10_3,10,0.9229741140733787,24.022753713174787,75.97724628682522
Town03_Roundabout,v_9_5,v_10_3,15,0.5695307227400572,22.68183580878319,77.31816419121681
Town03_Roundabout,v_9_5,v_10_3,20,0.4567262925617892,22.011376856587393,77.98862314341261
Town03_Roundabout,v_9_5,v_10_3,25,0.784189881336584,21.609101485269914,78.39089851473008
Town03_Roundabout,v_9_5,v_10_3,30,0.33438032303115894,21.340917904391596,78.6590820956084
Town03_Roundabout,v_9_5,v_10_3,5,0.9020311135421215,28.045507426349577,71.95449257365043
Town03_Roundabout,v_9_5,v_10_2,10,0.22907881513584863,34.32559337515545,65.67440662484455
Town03_Roundabout,v_9_5,v_10_2,15,0.6340486745143497,32.883728916770295,67.1162710832297
Town03_Roundabout,v_9_5,v_10_2,20,0.7482452210876437,32.162796687577725,67.83720331242228
Town03_Roundabout,v_9_5,v_10_2,25,0.35931584730910937,31.73023735006218,68.26976264993782
Town03_Roundabout,v_9_5,v_10_2,30,0.4219707161767028,31.441864458385147,68.55813554161486
Town03_Roundabout,v_9_5,v_10_2,5,0.24927645200055593,38.6511867503109,61.3488132496891
Town03_Roundabout,v_9_5,v_10_7,10,0.5033919051107598,23.174214422232794,76.8257855777672
Town03_Roundabout,v_9_5,v_10_7,15,0.14358083460947288,22.116142948155197,77.8838570518448
Town03_Roundabout,v_9_5,v_10_7,20,0.8841547330713926,21.587107211116397,78.4128927888836
Town03_Roundabout,v_9_5,v_10_7,25,0.6990420469378552,21.26968576889312,78.73031423110689
Town03_Roundabout,v_9_5,v_10_7,30,0.3480066273522534,21.058071474077597,78.9419285259224
Town03_Roundabout,v_9_5,v_10_7,5,0.9986156124027498,26.348428844465587,73.65157115553441
Town03_Roundabout,v_9_5,v_10_6,10,0.001,13.32068406560121,86.67931593439879
Town03_Roundabout,v_9_5,v_10_6,15,0.001,12.213789377067473,87.78621062293253
Town03_Roundabout,v_9_5,v_10_6,20,0.001,11.660342032800605,88.3396579671994
Town03_Roundabout,v_9_5,v_10_6,25,0.001,11.328273626240485,88.67172637375951
Town03_Roundabout,v_9_5,v_10_6,30,0.001,11.106894688533737,88.89310531146626
Town03_Roundabout,v_9_5,v_10_6,5,0.001,16.64136813120242,83.35863186879757
Town03_Roundabout,v_9_5,v_10_4,10,0.001,13.750808276462589,86.24919172353741
Town03_Roundabout,v_9_5,v_10_4,15,0.001,12.500538850975058,87.49946114902494
Town03_Roundabout,v_9_5,v_10_4,20,0.001,11.875404138231294,88.12459586176871
Town03_Roundabout,v_9_5,v_10_4,25,0.001,11.500323310585035,88.49967668941497
Town03_Roundabout,v_9_5,v_10_4,30,0.001,11.250269425487529,88.74973057451247
Town03_Roundabout,v_9_5,v_10_4,5,0.001,17.501616552925178,82.49838344707481
Town03_Roundabout,v_9_5,v_10_1,10,0.001,44.65482890010146,55.34517109989854
Town03_Roundabout,v_9_5,v_10_1,15,0.001,43.10321926673431,56.89678073326569
Town03_Roundabout,v_9_5,v_10_1,20,0.001,42.32741445005073,57.67258554994927
Town03_Roundabout,v_9_5,v_10_1,25,0.001,41.86193156004058,58.13806843995942
Town03_Roundabout,v_9_5,v_10_1,30,0.001,41.55160963336715,58.44839036663285
Town03_Roundabout,v_9_5,v_10_1,5,0.001,49.30965780020292,50.69034219979708
Town03_Roundabout,v_8_4,v_9_4,10,0.001,3.8916670587680158,96.10833294123198
Town03_Roundabout,v_8_4,v_9_4,15,0.001,2.5944447058453437,97.40555529415465
Town03_Roundabout,v_8_4,v_9_4,20,0.001,1.9458335293840079,98.054166470616
Town03_Roundabout,v_8_4,v_9_4,25,0.001,1.5566668235072063,98.4433331764928
Town03_Roundabout,v_8_4,v_9_4,30,0.001,1.2972223529226719,98.70277764707733
Town03_Roundabout,v_8_4,v_9_4,5,0.001,7.7833341175360315,92.21666588246397
Town03_Roundabout,v_8_4,v_9_5,10,0.19108918512499157,14.038938087897488,85.96106191210251
Town03_Roundabout,v_8_4,v_9_5,15,0.6060695971339665,12.692625391931658,87.30737460806834
Town03_Roundabout,v_8_4,v_9_5,20,0.8965615008777583,12.019469043948744,87.98053095605125
Town03_Roundabout,v_8_4,v_9_5,25,0.7185421314418039,11.615575235158996,88.384424764841
Town03_Roundabout,v_8_4,v_9_5,30,0.9340679607309638,11.346312695965828,88.65368730403418
Town03_Roundabout,v_8_4,v_9_5,5,0.8214642428757889,18.077876175794977,81.92212382420502
Town03_Roundabout,v_8_4,v_9_6,10,0.531867292149169,24.228522373270366,75.77147762672963
Town03_Roundabout,v_8_4,v_9_6,15,0.2694365220119172,22.819014915513577,77.18098508448642
Town03_Roundabout,v_8_4,v_9_6,20,0.9662735012596448,22.114261186635183,77.88573881336481
Town03_Roundabout,v_8_4,v_9_6,25,0.49017999909308396,21.691408949308144,78.30859105069186
Town03_Roundabout,v_8_4,v_9_6,30,0.7902069160654902,21.40950745775679,78.59049254224321
Town03_Roundabout,v_8_4,v_9_6,5,0.6175042748139731,28.457044746540728,71.54295525345927
