graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds
Town05_Highway2,0,v_0_0,v_3_2,0,0.34035825391094976,50.934709461447746,249.06529053855226,63.252588853385,16.154962846655355,731.7739108031648,3,v_0_0 > v_1_2 > v_2_1 > v_3_2,10 > 30 > 30
Town05_Highway2,0,v_0_0,v_3_2,1,0.5917128368103841,27.321270191270727,272.67872980872926,66.25258882390095,16.072378852375618,460.82949844150477,3,v_0_0 > v_1_1 > v_2_1 > v_3_2,30 > 30 > 30
Town05_Highway2,0,v_0_0,v_3_2,2,0.9505852948729943,27.294939943046867,272.70506005695313,63.25258885390089,16.230360341718818,286.88121047926444,3,v_0_0 > v_1_1 > v_2_2 > v_3_2,30 > 30 > 30
Town05_Highway2,1,v_3_2,v_6_2,0,0.3879219718504838,26.771226156564566,273.2287738434354,47.99999919299692,26.99331852053286,704.33951585693,3,v_3_2 > v_4_2 > v_5_1 > v_6_2,20 > 30 > 25
Town05_Highway2,1,v_3_2,v_6_2,1,0.5076017053418331,25.861113634714364,274.13888636528566,47.99999919299692,26.99331852053286,540.0669136457548,3,v_3_2 > v_4_2 > v_5_1 > v_6_2,25 > 30 > 30
Town05_Highway2,1,v_3_2,v_6_2,2,0.7525457085412913,9.359999594026487,290.6400004059735,44.99999922299685,27.600000560282453,386.2090994703034,3,v_3_2 > v_4_2 > v_5_2 > v_6_2,25 > 15 > 15
Town05_Highway2,1,v_3_2,v_6_2,3,1.0670889032264501,7.5600002354386335,292.4399997645614,44.99999922299685,27.600000560282453,274.0540163807718,3,v_3_2 > v_4_2 > v_5_2 > v_6_2,25 > 30 > 15
Town05_Highway2,2,v_6_2,v_12_2,0,0.7379291373376858,35.6852330389508,564.3147669610493,87.75859614009079,50.6288342318487,764.7275848152498,6,v_6_2 > v_7_2 > v_8_2 > v_9_3 > v_10_3 > v_11_3 > v_12_2,20 > 30 > 20 > 15 > 30 > 30
Town05_Highway2,2,v_6_2,v_12_2,1,0.8879538226882786,34.66421685277426,565.3357831472258,87.75859614009079,50.6288342318487,636.6725033467087,6,v_6_2 > v_7_2 > v_8_2 > v_9_3 > v_10_3 > v_11_3 > v_12_2,25 > 30 > 20 > 15 > 30 > 30
Town05_Highway2,2,v_6_2,v_12_2,2,1.157922495354903,33.369959632344624,566.6300403676554,87.75859614009079,50.6288342318487,489.3505762611369,6,v_6_2 > v_7_2 > v_8_2 > v_9_3 > v_10_3 > v_11_3 > v_12_2,25 > 30 > 25 > 20 > 30 > 30
Town05_Highway2,2,v_6_2,v_12_2,3,1.365544385338668,19.061647018858444,580.9383529811416,96.75859604138522,50.32120062816708,425.42619574907735,6,v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,20 > 30 > 30 > 15 > 20 > 10
Town05_Highway2,2,v_6_2,v_12_2,4,1.584667699380172,17.419696866127815,582.5803031338722,96.75859604138522,50.32120062816708,367.63562692780516,6,v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,20 > 30 > 30 > 20 > 30 > 10
Town05_Highway2,2,v_6_2,v_12_2,5,1.734692384730765,16.398680679951276,583.6013193200488,96.75859604138522,50.32120062816708,336.42928536325326,6,v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,25 > 30 > 30 > 20 > 30 > 10
Town05_Highway2,2,v_6_2,v_12_2,6,1.9250606965331278,15.577705985476484,584.4222940145236,96.75859604138522,50.32120062816708,303.58642460833516,6,v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,25 > 30 > 30 > 30 > 30 > 10
Town05_Highway2,2,v_6_2,v_12_2,7,2.199849983275045,13.935759205411294,586.0642407945887,96.75859604138522,50.32120062816708,266.4110031367142,6,v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,25 > 30 > 30 > 20 > 30 > 20
Town05_Highway2,2,v_6_2,v_12_2,8,2.308861838644267,13.443174910503298,586.5568250894968,96.75859604138522,50.32120062816708,254.0458745829136,6,v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,25 > 30 > 30 > 20 > 30 > 25
Town05_Highway2,3,v_12_2,v_19_2,0,0.007,31.826582360923247,668.1734176390768,84.35577483398566,69.0405058344605,95453.34537701096,7,v_12_2 > v_13_3 > v_14_3 > v_15_3 > v_16_3 > v_17_3 > v_18_2 > v_19_2,30 > 30 > 30 > 30 > 30 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,1,0.7958708293665256,30.534958231689135,669.4650417683108,99.35577467237792,68.44618788862886,841.1729856981596,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 5 > 10 > 10 > 10 > 30
Town05_Highway2,3,v_12_2,v_19_2,2,0.9937369817929271,25.29301029900357,674.7069897009964,99.35577467237792,68.44618788862886,678.9593243110181,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 5 > 15 > 10 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,3,1.1504957887048357,21.011652820389866,678.9883471796102,99.35577467237792,68.44618788862886,590.1702151765176,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 25 > 15 > 10 > 10 > 30
Town05_Highway2,3,v_12_2,v_19_2,4,1.31989767695176,17.411655107297307,682.5883448927027,99.35577467237792,68.44618788862886,517.1524708408515,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 25 > 15 > 10 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,5,1.57869240050576,15.561102543375807,684.4388974566242,99.35577467237792,68.44618788862886,433.54797757774276,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 15 > 15 > 25 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,6,1.7861195984332923,13.919152323782797,686.0808476762172,99.35577467237792,68.44618788862886,384.1180894482195,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 15 > 30 > 25 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,7,1.816036951370536,12.605593125165088,687.3944068748349,99.35577467237792,68.44618788862886,378.5134472930568,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 25 > 30 > 25 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,8,2.1073032858839444,12.25402515154962,687.7459748484504,99.35577467237792,68.44618788862886,326.36307239466174,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 25 > 30 > 30 > 30 > 30
Town05_Highway2,3,v_12_2,v_19_2,9,2.423442292483141,11.925635351895192,688.0743646481048,99.35577467237792,68.44618788862886,283.92438589617933,7,v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2,30 > 30 > 30 > 30 > 30 > 30 > 30
Town05_Highway2,4,v_19_2,v_26_1,0,0.38217857458055793,85.00808716164698,614.9919128383531,106.09877045118196,52.11147675660553,1609.1742283389603,7,v_19_2 > v_20_3 > v_21_3 > v_22_3 > v_23_3 > v_24_1 > v_25_3 > v_26_1,30 > 30 > 30 > 25 > 30 > 30 > 30
Town05_Highway2,4,v_19_2,v_26_1,1,0.5590402440307702,44.9929574960552,655.0070425039448,103.09877048118202,54.36226793379074,1171.6634884480561,7,v_19_2 > v_20_3 > v_21_3 > v_22_3 > v_23_3 > v_24_3 > v_25_2 > v_26_1,30 > 30 > 30 > 25 > 25 > 30 > 30
Town05_Highway2,4,v_19_2,v_26_1,2,0.849723709294649,44.63295529878277,655.3670447012173,103.09877048118202,54.36226793379074,771.2707525193499,7,v_19_2 > v_20_3 > v_21_3 > v_22_3 > v_23_3 > v_24_3 > v_25_2 > v_26_1,30 > 30 > 30 > 25 > 30 > 30 > 30
Town05_Highway2,4,v_19_2,v_26_1,3,1.1472397112026824,44.61162373444628,655.3883762655537,100.09877051118201,54.49025731980968,571.2741372755414,7,v_19_2 > v_20_3 > v_21_3 > v_22_3 > v_23_3 > v_24_3 > v_25_3 > v_26_1,30 > 30 > 30 > 25 > 30 > 30 > 30
Town05_Highway2,4,v_19_2,v_26_1,4,1.3989476062141564,42.077541143762396,657.9224588562377,121.09877030118207,54.51452747761748,470.2981412125311,7,v_19_2 > v_20_2 > v_21_2 > v_22_2 > v_23_2 > v_24_2 > v_25_1 > v_26_1,10 > 20 > 15 > 5 > 30 > 15 > 25
Town05_Highway2,4,v_19_2,v_26_1,5,1.469906410171962,29.7970904521206,670.2029095478795,136.09877015118218,54.514519476565056,455.94937535477067,7,v_19_2 > v_20_1 > v_21_1 > v_22_1 > v_23_1 > v_24_1 > v_25_1 > v_26_1,25 > 15 > 20 > 15 > 30 > 30 > 25
Town05_Highway2,4,v_19_2,v_26_1,6,1.7810731524802197,26.55709965143657,673.4429003485635,136.09877015118218,54.514519476565056,378.11074711376443,7,v_19_2 > v_20_1 > v_21_1 > v_22_1 > v_23_1 > v_24_1 > v_25_1 > v_26_1,25 > 25 > 20 > 30 > 30 > 30 > 25
Town05_Highway2,4,v_19_2,v_26_1,7,1.951714872183194,25.826982455052867,674.1730175449472,130.0987702111821,54.51452759150864,345.4259775101346,7,v_19_2 > v_20_2 > v_21_2 > v_22_1 > v_23_1 > v_24_1 > v_25_1 > v_26_1,30 > 20 > 30 > 30 > 30 > 30 > 25
Town05_Highway2,4,v_19_2,v_26_1,8,2.0270553169390415,25.657093816923606,674.3429061830765,136.09877015118218,54.514519476565056,332.67119083921654,7,v_19_2 > v_20_1 > v_21_1 > v_22_1 > v_23_1 > v_24_1 > v_25_1 > v_26_1,25 > 25 > 30 > 30 > 30 > 30 > 25
Town05_Highway2,4,v_19_2,v_26_1,9,2.265896368398025,25.286982523431025,674.713017476569,130.0987702111821,54.51452759150864,297.7687006725674,7,v_19_2 > v_20_2 > v_21_2 > v_22_1 > v_23_1 > v_24_1 > v_25_1 > v_26_1,30 > 25 > 30 > 30 > 30 > 30 > 25
Town05_Highway2,4,v_19_2,v_26_1,10,2.4302761791098306,24.926982569016463,675.0730174309837,130.0987702111821,54.51452759150864,277.77625573330994,7,v_19_2 > v_20_2 > v_21_2 > v_22_1 > v_23_1 > v_24_1 > v_25_1 > v_26_1,30 > 30 > 30 > 30 > 30 > 30 > 25
