graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds
Town05_Highway3,0,v_0_0,v_5_2,0,0.13349623426882964,31.291382172435693,468.7086178275643,96.25258576304127,34.47238105675328,3511.0250142614263,5,v_0_0 > v_1_1 > v_2_1 > v_3_2 > v_4_2 > v_5_2,30 > 30 > 25 > 30 > 30
Town05_Highway3,0,v_0_0,v_5_2,1,0.5091169449828404,30.921269817362564,469.07873018263746,99.25258573304131,34.47238109582463,921.3575285702728,5,v_0_0 > v_1_1 > v_2_1 > v_3_1 > v_4_2 > v_5_2,30 > 30 > 30 > 30 > 30
Town05_Highway3,0,v_0_0,v_5_2,2,0.8738934834283679,30.830414192191654,469.16958580780835,90.25258582252525,35.01751484685008,536.8727364429027,5,v_0_0 > v_1_2 > v_2_2 > v_3_2 > v_4_2 > v_5_2,30 > 30 > 30 > 30 > 30
Town05_Highway3,1,v_5_2,v_12_2,0,0.10932882749989974,33.630554405119355,666.3694455948805,117.7585982594377,58.21667356928384,6095.093680534456,7,v_5_2 > v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_1 > v_11_1 > v_12_2,30 > 30 > 30 > 30 > 30 > 30 > 30
Town05_Highway3,1,v_5_2,v_12_2,1,0.33693549513934895,16.69703533567804,683.302964664322,111.75859832524178,59.52119898407187,2027.9934127501858,7,v_5_2 > v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,30 > 30 > 30 > 30 > 30 > 10 > 30
Town05_Highway3,1,v_5_2,v_12_2,2,0.5564036993209098,13.741523685957022,686.2584763140429,111.75859832524178,59.52119898407187,1233.382303445539,7,v_5_2 > v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,30 > 30 > 30 > 30 > 30 > 25 > 30
Town05_Highway3,1,v_5_2,v_12_2,3,1.0333754724893698,13.413133502654686,686.5868664973453,111.75859832524178,59.52119898407187,664.4118084623963,7,v_5_2 > v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2 > v_12_2,30 > 30 > 30 > 30 > 30 > 30 > 30
Town05_Highway3,2,v_12_2,v_17_2,0,0.3341867388683609,31.118381776990795,468.8816182230092,75.3557784431425,48.74167788651798,1403.0527357571352,5,v_12_2 > v_13_1 > v_14_1 > v_15_2 > v_16_2 > v_17_2,30 > 15 > 30 > 30 > 20
Town05_Highway3,2,v_12_2,v_17_2,1,0.5723782165702879,30.239461842952124,469.76053815704785,75.3557784431425,48.74167788651798,820.7170094135848,5,v_12_2 > v_13_1 > v_14_1 > v_15_2 > v_16_2 > v_17_2,30 > 15 > 30 > 30 > 30
Town05_Highway3,2,v_12_2,v_17_2,2,0.6915299784639871,29.69591048437962,470.3040895156204,72.35577847604416,49.068392280870356,680.0921206051697,5,v_12_2 > v_13_2 > v_14_1 > v_15_2 > v_16_2 > v_17_2,25 > 30 > 30 > 30 > 20
