graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds
Town03_Roundabout,0,v_0_0,v_4_5,0,0.004,54.91707194578681,345.0829280542132,46.9999957864125,50.497568325279204,86270.7320135533,4,v_0_0 > v_1_2 > v_2_3 > v_3_3 > v_4_5,30 > 30 > 30 > 30
Town03_Roundabout,0,v_0_0,v_4_5,1,0.9845352516707063,54.799999498569434,345.20000050143057,39.99999582141237,51.20000300858338,350.6222859116966,4,v_0_0 > v_1_5 > v_2_5 > v_3_5 > v_4_5,30 > 30 > 30 > 30
Town03_Roundabout,1,v_4_5,v_7_5,0,0.003,83.90312382553722,216.09687617446278,37.20069294412876,36.58125704677667,72032.29205815426,3,v_4_5 > v_5_1 > v_6_2 > v_7_5,30 > 30 > 30
Town03_Roundabout,1,v_4_5,v_7_5,1,0.25540170103156307,3.6251421625571023,296.3748578374429,30.200692979836703,38.24914702465739,1160.4263269993503,3,v_4_5 > v_5_5 > v_6_5 > v_7_5,30 > 30 > 30
Town03_Roundabout,2,v_7_5,v_10_6,0,0.14776799123789694,13.81682991374421,286.1831700862558,30.18082412601708,38.49873904134882,1936.7061004809855,3,v_7_5 > v_8_5 > v_9_5 > v_10_6,25 > 30 > 30
Town03_Roundabout,2,v_7_5,v_10_6,1,0.30866577336871287,13.58354349310853,286.41645650689145,30.18082412601708,38.49873904134882,927.9177713194531,3,v_7_5 > v_8_5 > v_9_5 > v_10_6,30 > 30 > 30
Town03_Roundabout,2,v_7_5,v_10_6,2,0.978350132545549,13.54487391450003,286.45512608549996,28.180824136025706,38.73075651299982,292.7940790892298,3,v_7_5 > v_8_6 > v_9_6 > v_10_6,30 > 30 > 30
Town03_Roundabout,3,v_10_6,v_13_5,0,0.12220032204486242,60.15229691997307,239.84770308002695,33.808330762495835,35.339650141882075,1962.7419884537915,3,v_10_6 > v_11_4 > v_12_6 > v_13_5,30 > 30 > 5
Town03_Roundabout,3,v_10_6,v_13_5,1,0.36388674189694564,34.610143751167485,265.38985624883253,35.80833075249583,35.5075360597403,729.3199385758114,3,v_10_6 > v_11_4 > v_12_4 > v_13_5,30 > 25 > 25
Town03_Roundabout,3,v_10_6,v_13_5,2,0.5778637346418543,27.968807387355604,272.0311926126444,31.808330772530958,35.59626346393593,470.7531833283199,3,v_10_6 > v_11_6 > v_12_6 > v_13_5,5 > 20 > 5
Town03_Roundabout,3,v_10_6,v_13_5,3,0.7709427074112912,20.68129637308809,279.3187036269119,31.808330772530958,35.59626346393593,362.30799116684267,3,v_10_6 > v_11_6 > v_12_6 > v_13_5,25 > 25 > 5
Town03_Roundabout,3,v_10_6,v_13_5,4,0.9308043242780406,14.639057762801343,285.3609422371986,31.808330772530958,35.59626346393593,306.57457727061274,3,v_10_6 > v_11_6 > v_12_6 > v_13_5,25 > 25 > 30
Town03_Roundabout,3,v_10_6,v_13_5,5,1.0421678297525567,14.353060911747635,285.64693908825234,31.808330772530958,35.59626346393593,274.0891926745368,3,v_10_6 > v_11_6 > v_12_6 > v_13_5,25 > 30 > 30
Town03_Roundabout,3,v_10_6,v_13_5,6,1.6074313011137003,14.059063726209141,285.94093627379084,33.80833076251339,35.64561764274515,177.8868783229978,3,v_10_6 > v_11_5 > v_12_5 > v_13_5,30 > 30 > 30
Town03_Roundabout,4,v_13_5,v_16_1,0,0.19428925859297763,64.95140358477002,235.04859641522995,38.13999751840651,31.741716325836833,1209.7868822879204,3,v_13_5 > v_14_5 > v_15_6 > v_16_1,30 > 25 > 30
Town03_Roundabout,4,v_13_5,v_16_1,1,0.24132726588353628,44.69679970160876,255.30320029839123,39.13999751340651,31.819201790347417,1057.9127864548868,3,v_13_5 > v_14_5 > v_15_5 > v_16_1,30 > 30 > 30
